,Date,Stock1,Stock2,Stock3,Stock4,Stock5,Stock6,Stock7,Stock8,Stock9,Stock10,Stock11,Stock12,Stock13,Stock14,Stock15,Stock16,Stock17,Stock18,Stock19,Stock20,Stock21,Stock22,Stock23,Stock24,Stock25,Stock26,Stock27,Stock28,Stock29,Stock30,Stock31,Stock32,Stock33,Stock34,Stock35,Stock36,Stock37,Stock38,Stock39,Stock40,Stock41,Stock42,Stock43,Stock44,Stock45,Stock46,Stock47,Stock48,Stock49,Stock50,Stock51,Stock52,Stock53,Stock54,Stock55,Stock56,Stock57,Stock58,Stock59,Stock60,Returns,Investment
119,2016-11-30,Arcandor AG,Premier Farnell Ltd,Bankia SA,Pharol SGPS SA,Oxurion NV,Royal Imtech NV,Luxottica Group SpA,Terna Rete Elettrica Nazionale SpA,Indivior PLC,Merlin Properties Socimi SA,H Lundbeck A/S,Dexia SA,Snam Rete Gas SpA,Recordati SpA,Enagas SA,Deutsche Wohnen SE,Inmobiliaria Colonial Socimi SA,Vonovia SE,Davide Campari-Milano SpA,Iberdrola SA,Red Electrica Corp SA,Enel SpA,CIMPOR Cimentos de Portugal SGPS SA,Chemring Group PLC,Stolt-Nielsen Ltd,Petropavlovsk PLC,Aena SME SA,Endesa SA,Vifor Pharma AG,Vifor Pharma AG.1,Sanofi,Ablynx NV,Distribuidora Internacional de Alimentac,REC Silicon ASA,Atlantia SpA,Mediclinic International PLC,Straumann Holding AG,Hikma Pharmaceuticals PLC,Dialog Semiconductor PLC,Areva SA,TAG Immobilien AG,Banco BPI SA,Fresenius Medical Care AG & Co KGaA,Polymetal International PLC,Kabel Deutschland Holding AG,Rubis SCA,Sonova Holding AG,Sonova Holding AG.1,Givaudan SA,Givaudan SA.1,Cable & Wireless Communications Ltd/Old,Diebold Nixdorf AG,Coca-Cola HBC AG.1,Enel Green Power SpA,Bayer AG,Informa PLC,Moncler SpA,Galapagos NV,AstraZeneca PLC,Kingspan Group PLC,0.0003836987355362338,55.17
120,2016-12-09,Arcandor AG,Bankia SA,Premier Farnell Ltd,Oxurion NV,Pharol SGPS SA,Luxottica Group SpA,Indivior PLC,Terna Rete Elettrica Nazionale SpA,H Lundbeck A/S,Merlin Properties Socimi SA,Dexia SA,Davide Campari-Milano SpA,Recordati SpA,Snam Rete Gas SpA,Deutsche Wohnen SE,Enagas SA,Vonovia SE,Inmobiliaria Colonial Socimi SA,Red Electrica Corp SA,Iberdrola SA,CIMPOR Cimentos de Portugal SGPS SA,Petropavlovsk PLC,Aena SME SA,Enel SpA,Stolt-Nielsen Ltd,Sanofi,Chemring Group PLC,Ablynx NV,Endesa SA,Fresenius Medical Care AG & Co KGaA,REC Silicon ASA,TAG Immobilien AG,Bayer AG,Atlantia SpA,Straumann Holding AG,Distribuidora Internacional de Alimentac,Rubis SCA,Polymetal International PLC,Kabel Deutschland Holding AG,Dialog Semiconductor PLC,Orpea,Coca-Cola HBC AG.1,Moncler SpA,Siemens Gamesa Renewable Energy SA,Hikma Pharmaceuticals PLC,Cable & Wireless Communications Ltd/Old,Sonova Holding AG,Sonova Holding AG.1,Givaudan SA.1,Givaudan SA,Vifor Pharma AG,Vifor Pharma AG.1,Marine Harvest ASA,Banco BPI SA,Informa PLC,AstraZeneca PLC,Enel Green Power SpA,Alcatel Lucent SA,Galapagos NV,Alpiq Holding AG,0.010573430562190967,55.75
121,2016-12-20,Arcandor AG,Premier Farnell Ltd,Oxurion NV,Bankia SA,Indivior PLC,Luxottica Group SpA,Dexia SA,Terna Rete Elettrica Nazionale SpA,H Lundbeck A/S,Merlin Properties Socimi SA,Pharol SGPS SA,Davide Campari-Milano SpA,Recordati SpA,Deutsche Wohnen SE,Snam Rete Gas SpA,Vonovia SE,Enagas SA,Red Electrica Corp SA,Sanofi,Ablynx NV,Iberdrola SA,CIMPOR Cimentos de Portugal SGPS SA,Petropavlovsk PLC,Aena SME SA,Inmobiliaria Colonial Socimi SA,Chemring Group PLC,Stolt-Nielsen Ltd,Straumann Holding AG,Fresenius Medical Care AG & Co KGaA,Enel SpA,TAG Immobilien AG,Endesa SA,Sonova Holding AG,Sonova Holding AG.1,Dialog Semiconductor PLC,Orpea,Rubis SCA,Bayer AG,Atlantia SpA,Banco BPI SA,Siemens Gamesa Renewable Energy SA,Vifor Pharma AG,Vifor Pharma AG.1,Cable & Wireless Communications Ltd/Old,Distribuidora Internacional de Alimentac,Galapagos NV,Coca-Cola HBC AG.1,Polymetal International PLC,Hikma Pharmaceuticals PLC,Alcatel Lucent SA,Informa PLC,Givaudan SA.1,Givaudan SA,Moncler SpA,Marine Harvest ASA,Ebro Foods SA,AstraZeneca PLC,Alpiq Holding AG,Nestle SA.1,Nestle SA,0.027105994122438026,57.26
122,2016-12-29,Arcandor AG,Premier Farnell Ltd,Bankia SA,Oxurion NV,Indivior PLC,Luxottica Group SpA,Pharol SGPS SA,Terna Rete Elettrica Nazionale SpA,Recordati SpA,Merlin Properties Socimi SA,Davide Campari-Milano SpA,Dexia SA,Snam Rete Gas SpA,Petropavlovsk PLC,H Lundbeck A/S,Deutsche Wohnen SE,Vonovia SE,Enagas SA,Iberdrola SA,Inmobiliaria Colonial Socimi SA,Ablynx NV,Red Electrica Corp SA,Banco BPI SA,Chemring Group PLC,Enel SpA,CIMPOR Cimentos de Portugal SGPS SA,Sanofi,Aena SME SA,Siemens Gamesa Renewable Energy SA,Piraeus Bank SA,Endesa SA,Coca-Cola HBC AG.1,Straumann Holding AG,Fresenius Medical Care AG & Co KGaA,RCS MediaGroup SpA,Stolt-Nielsen Ltd,TAG Immobilien AG,Colruyt SA,Orpea,Rubis SCA,Moncler SpA,Bayer AG,Atlantia SpA,Alcatel Lucent SA,Sonova Holding AG,Sonova Holding AG.1,Dialog Semiconductor PLC,Polymetal International PLC,Kingspan Group PLC,Cable & Wireless Communications Ltd/Old,Diebold Nixdorf AG,Distribuidora Internacional de Alimentac,Ebro Foods SA,CFAO SA,Alpiq Holding AG,Vifor Pharma AG,Vifor Pharma AG.1,Informa PLC,Givaudan SA,Givaudan SA.1,0.007365207897694295,57.68
123,2017-01-09,Bankia SA,Premier Farnell Ltd,Oxurion NV,Arcandor AG,Indivior PLC,Luxottica Group SpA,Pharol SGPS SA,Davide Campari-Milano SpA,Terna Rete Elettrica Nazionale SpA,Merlin Properties Socimi SA,Recordati SpA,Snam Rete Gas SpA,Petropavlovsk PLC,Dexia SA,Enagas SA,Iberdrola SA,H Lundbeck A/S,Deutsche Wohnen SE,Sanofi,Vonovia SE,REC Silicon ASA,Red Electrica Corp SA,Inmobiliaria Colonial Socimi SA,Enel SpA,Endesa SA,Stolt-Nielsen Ltd,CIMPOR Cimentos de Portugal SGPS SA,Piraeus Bank SA,Ablynx NV,Chemring Group PLC,Aena SME SA,Siemens Gamesa Renewable Energy SA,Banco BPI SA,Coca-Cola HBC AG.1,Fresenius Medical Care AG & Co KGaA,Bayer AG,RCS MediaGroup SpA,Alcatel Lucent SA,Polymetal International PLC,Straumann Holding AG,Colruyt SA,Hikma Pharmaceuticals PLC,Orpea,Atlantia SpA,Rubis SCA,Distribuidora Internacional de Alimentac,CFAO SA,Cable & Wireless Communications Ltd/Old,Moncler SpA,Sonova Holding AG,Sonova Holding AG.1,TAG Immobilien AG,KUKA AG,National Bank of Greece SA,Ebro Foods SA,Alpiq Holding AG,Italcementi SpA,Industria de Diseno Textil SA,Givaudan SA.1,Givaudan SA,0.0230517588452372,59.01
124,2017-01-18,Bankia SA,Premier Farnell Ltd,Oxurion NV,Arcandor AG,Luxottica Group SpA,Indivior PLC,Pharol SGPS SA,Terna Rete Elettrica Nazionale SpA,Davide Campari-Milano SpA,Merlin Properties Socimi SA,Recordati SpA,Snam Rete Gas SpA,Petropavlovsk PLC,Enagas SA,H Lundbeck A/S,Iberdrola SA,Deutsche Wohnen SE,Sanofi,Red Electrica Corp SA,Dexia SA,Vonovia SE,CIMPOR Cimentos de Portugal SGPS SA,Inmobiliaria Colonial Socimi SA,Piraeus Bank SA,Endesa SA,Enel SpA,Stolt-Nielsen Ltd,Aena SME SA,Ablynx NV,REC Silicon ASA,Chemring Group PLC,Siemens Gamesa Renewable Energy SA,Banco BPI SA,Coca-Cola HBC AG.1,Fresenius Medical Care AG & Co KGaA,Alcatel Lucent SA,Bayer AG,Straumann Holding AG,Hikma Pharmaceuticals PLC,Moncler SpA,Orpea,Colruyt SA,KUKA AG,RCS MediaGroup SpA,CFAO SA,Rubis SCA,Distribuidora Internacional de Alimentac,Polymetal International PLC,Atlantia SpA,Sonova Holding AG,Sonova Holding AG.1,TAG Immobilien AG,Cable & Wireless Communications Ltd/Old,Industria de Diseno Textil SA,Italcementi SpA,National Bank of Greece SA,Ebro Foods SA,Diebold Nixdorf AG,Polski Koncern Naftowy ORLEN SA,Alpiq Holding AG,-0.001108609205418838,58.94
125,2017-01-27,Arcandor AG,Bankia SA,Oxurion NV,Premier Farnell Ltd,Indivior PLC,Pharol SGPS SA,Terna Rete Elettrica Nazionale SpA,Davide Campari-Milano SpA,Merlin Properties Socimi SA,Recordati SpA,Snam Rete Gas SpA,Luxottica Group SpA,Petropavlovsk PLC,Enagas SA,Iberdrola SA,Sanofi,H Lundbeck A/S,Deutsche Wohnen SE,Dexia SA,Red Electrica Corp SA,Enel SpA,CIMPOR Cimentos de Portugal SGPS SA,Chemring Group PLC,Inmobiliaria Colonial Socimi SA,Endesa SA,Aena SME SA,Polymetal International PLC,Ablynx NV,Centamin PLC,Vonovia SE,Banco Popular Espanol SA,Piraeus Bank SA,Coca-Cola HBC AG.1,Stolt-Nielsen Ltd,Siemens Gamesa Renewable Energy SA,Dialog Semiconductor PLC,Banco BPI SA,Bayer AG,Fresenius Medical Care AG & Co KGaA,Alcatel Lucent SA,Polski Koncern Naftowy ORLEN SA,REC Silicon ASA,Hikma Pharmaceuticals PLC,CFAO SA,Rubis SCA,LPP SA,Unione di Banche Italiane S.p.A.,Atlantia SpA,AstraZeneca PLC,Colruyt SA,Cable & Wireless Communications Ltd/Old,Bank Polska Kasa Opieki SA,Distribuidora Internacional de Alimentac,Orpea,Telekom Austria AG,Diebold Nixdorf AG,Kingspan Group PLC,Italcementi SpA,Mediclinic International PLC,KUKA AG,0.0007569684194342543,58.98
126,2017-02-07,Arcandor AG,Bankia SA,Oxurion NV,Premier Farnell Ltd,Indivior PLC,Terna Rete Elettrica Nazionale SpA,Pharol SGPS SA,Davide Campari-Milano SpA,Merlin Properties Socimi SA,Recordati SpA,Snam Rete Gas SpA,Luxottica Group SpA,H Lundbeck A/S,Petropavlovsk PLC,Polymetal International PLC,Iberdrola SA,Enagas SA,Centamin PLC,Dexia SA,Sanofi,Enel SpA,Red Electrica Corp SA,Chemring Group PLC,Deutsche Wohnen SE,CIMPOR Cimentos de Portugal SGPS SA,Ablynx NV,Siemens Gamesa Renewable Energy SA,Banco Popular Espanol SA,Vonovia SE,Endesa SA,Coca-Cola HBC AG.1,Aena SME SA,Piraeus Bank SA,Inmobiliaria Colonial Socimi SA,Dialog Semiconductor PLC,Banco BPI SA,LPP SA,Polski Koncern Naftowy ORLEN SA,Stolt-Nielsen Ltd,RCS MediaGroup SpA,Fresenius Medical Care AG & Co KGaA,Kingspan Group PLC,Alcatel Lucent SA,CFAO SA,Rubis SCA,Atlantia SpA,KUKA AG,Hikma Pharmaceuticals PLC,Moncler SpA,Bayer AG,Diebold Nixdorf AG,REC Silicon ASA,Mediclinic International PLC,Telekom Austria AG,Italcementi SpA,Orpea,Nestle SA,Colruyt SA,Nestle SA.1,Unione di Banche Italiane S.p.A.,-0.0005878646404719185,58.95
127,2017-02-16,Arcandor AG,Bankia SA,Oxurion NV,Singulus Technologies AG,Premier Farnell Ltd,Indivior PLC,Pharol SGPS SA,Terna Rete Elettrica Nazionale SpA,Merlin Properties Socimi SA,H Lundbeck A/S,Davide Campari-Milano SpA,Recordati SpA,Petropavlovsk PLC,Polymetal International PLC,Dexia SA,Snam Rete Gas SpA,Sanofi,Iberdrola SA,Dialog Semiconductor PLC,Luxottica Group SpA,Inmobiliaria Colonial Socimi SA,Enel SpA,RCS MediaGroup SpA,Deutsche Wohnen SE,Enagas SA,Red Electrica Corp SA,Vonovia SE,Stolt-Nielsen Ltd,Banco BPI SA,Siemens Gamesa Renewable Energy SA,Ablynx NV,CIMPOR Cimentos de Portugal SGPS SA,Endesa SA,Fresenius Medical Care AG & Co KGaA,Coca-Cola HBC AG.1,LPP SA,Chemring Group PLC,Centamin PLC,Bank Polska Kasa Opieki SA,Banco Comercial Portugues SA,Bank of Greece,REC Silicon ASA,Alcatel Lucent SA,CFAO SA,Polski Koncern Naftowy ORLEN SA,Aena SME SA,Rubis SCA,Italcementi SpA,Banque Nationale de Belgique,Telekom Austria AG,Nestle SA,Nestle SA.1,AstraZeneca PLC,Piraeus Bank SA,Atlantia SpA,Tate & Lyle PLC,Hikma Pharmaceuticals PLC,SES SA,Unione di Banche Italiane S.p.A.,Straumann Holding AG,0.02519741245717238,60.44
128,2017-02-27,Arcandor AG,Singulus Technologies AG,Bankia SA,Oxurion NV,Indivior PLC,Premier Farnell Ltd,Terna Rete Elettrica Nazionale SpA,Merlin Properties Socimi SA,H Lundbeck A/S,Davide Campari-Milano SpA,Pharol SGPS SA,Recordati SpA,Snam Rete Gas SpA,Polymetal International PLC,Dexia SA,Orsted A/S,Iberdrola SA,Banco BPI SA,Ablynx NV,Petropavlovsk PLC,Enagas SA,Sanofi,Red Electrica Corp SA,Luxottica Group SpA,Deutsche Wohnen SE,RCS MediaGroup SpA,Dialog Semiconductor PLC,LPP SA,Enel SpA,Vonovia SE,CIMPOR Cimentos de Portugal SGPS SA,Stolt-Nielsen Ltd,Inmobiliaria Colonial Socimi SA,Banco Comercial Portugues SA,Chemring Group PLC,Endesa SA,Coca-Cola HBC AG.1,Bank of Greece,Centamin PLC,Fresenius Medical Care AG & Co KGaA,Siemens Gamesa Renewable Energy SA,Bank Polska Kasa Opieki SA,Alcatel Lucent SA,Polski Koncern Naftowy ORLEN SA,REC Silicon ASA,CFAO SA,Aena SME SA,SES SA,Piraeus Bank SA,Telekom Austria AG,Randgold Resources Ltd,Banque Nationale de Belgique,Italcementi SpA,Nestle SA,Hikma Pharmaceuticals PLC,Moncler SpA,Nestle SA.1,Atlantia SpA,Areva SA,Unione di Banche Italiane S.p.A.,0.008719854885434353,60.97
129,2017-03-08,Bankia SA,Oxurion NV,Arcandor AG,Singulus Technologies AG,Indivior PLC,Merlin Properties Socimi SA,Ablynx NV,Banco Comercial Portugues SA,Terna Rete Elettrica Nazionale SpA,H Lundbeck A/S,Pharol SGPS SA,Polymetal International PLC,Davide Campari-Milano SpA,Recordati SpA,Iberdrola SA,Sanofi,Enagas SA,Stolt-Nielsen Ltd,Luxottica Group SpA,Piraeus Bank SA,Banco BPI SA,Enel SpA,Deutsche Wohnen SE,Vonovia SE,Coca-Cola HBC AG.1,Red Electrica Corp SA,Chemring Group PLC,Centamin PLC,Petropavlovsk PLC,Snam Rete Gas SpA,RCS MediaGroup SpA,Bank of Greece,Endesa SA,Dialog Semiconductor PLC,Orsted A/S,Dexia SA,Unione di Banche Italiane S.p.A.,Fresenius Medical Care AG & Co KGaA,Siemens Gamesa Renewable Energy SA,Inmobiliaria Colonial Socimi SA,CIMPOR Cimentos de Portugal SGPS SA,Polski Koncern Naftowy ORLEN SA,Bank Polska Kasa Opieki SA,Aena SME SA,LPP SA,Randgold Resources Ltd,AstraZeneca PLC,Atlantia SpA,CFAO SA,Alcatel Lucent SA,Hikma Pharmaceuticals PLC,Nestle SA,Nestle SA.1,Just Eat PLC,Banque Nationale de Belgique,Orange SA,Telekom Austria AG,Verbund AG,EXOR NV,Banque Cantonale Vaudoise,0.008750033283265027,61.5
130,2017-03-17,Royal Imtech NV,Indivior PLC,International Personal Finance PLC,Ablynx NV,Just Eat PLC,H Lundbeck A/S,Dixons Carphone PLC,REC Silicon ASA,Luxottica Group SpA,Petropavlovsk PLC,Oxurion NV,Next PLC,Mitchells & Butlers PLC,Dexia SA,IG Group Holdings PLC,Covestro AG,Capita PLC,Pharol SGPS SA,Davide Campari-Milano SpA,QinetiQ Group PLC,Recordati SpA,Banco BPI SA,Vestas Wind Systems A/S,Orsted A/S,Premier Foods PLC,Beazley PLC,LPP SA,Polymetal International PLC,Eurobank Ergasias SA,FinecoBank Banca Fineco SpA,Ontex Group NV,SimCorp A/S,Unione di Banche Italiane S.p.A.,Deutsche Wohnen SE,Hikma Pharmaceuticals PLC,William Hill PLC,Moncler SpA,EXOR NV,Whitbread PLC,Banco Comercial Portugues SA,Mediclinic International PLC,Vonovia SE,Centamin PLC,Dialog Semiconductor PLC,CD Projekt SA,Ryanair Holdings PLC,Unilever NV,Serco Group PLC,Debenhams PLC,Rightmove PLC,CFAO SA,Colruyt SA,Banca Monte dei Paschi di Siena SpA,Worldpay Group Ltd,Swedish Orphan Biovitrum AB,Areva SA,Banque Nationale de Belgique,Coca-Cola HBC AG.1,Bank of Greece,Auto Trader Group PLC,0.017330492264733807,62.57
131,2017-03-28,Royal Imtech NV,Indivior PLC,International Personal Finance PLC,Lonmin PLC,Capita PLC,Covestro AG,Premier Foods PLC,Areva SA,Genmab A/S,H Lundbeck A/S,Vestas Wind Systems A/S,Just Eat PLC,Dexia SA,SimCorp A/S,Ablynx NV,Next PLC,Davide Campari-Milano SpA,IG Group Holdings PLC,3i Group PLC,Polymetal International PLC,Worldpay Group Ltd,Ryanair Holdings PLC,Unilever NV,Carl Zeiss Meditec AG,Merlin Entertainments PLC,Snam Rete Gas SpA,Petropavlovsk PLC,Hikma Pharmaceuticals PLC,Unilever PLC,Oxurion NV,Centamin PLC,UBM PLC,Mediclinic International PLC,Informa PLC,Beazley PLC,Serco Group PLC,Recordati SpA,QIAGEN NV,Terna Rete Elettrica Nazionale SpA,Dialog Semiconductor PLC,Shire PLC,NKT A/S,Imperial Brands PLC,Mitchells & Butlers PLC,EXOR NV,LPP SA,J Sainsbury PLC,Vonovia SE,Dometic Group AB,Banco BPI SA,Debenhams PLC,JM AB,Galapagos NV,Imagination Technologies Group PLC,Luxottica Group SpA,Independent News & Media PLC,Logitech International SA.1,Logitech International SA,Coca-Cola HBC AG.1,FinecoBank Banca Fineco SpA,-0.005217028704591388,62.24
132,2017-04-06,Royal Imtech NV,International Personal Finance PLC,Indivior PLC,Next PLC,Capita PLC,Premier Foods PLC,Covestro AG,Lonmin PLC,3i Group PLC,Vestas Wind Systems A/S,Just Eat PLC,Worldpay Group Ltd,Barratt Developments PLC,Persimmon PLC,Areva SA,Banca Monte dei Paschi di Siena SpA,IG Group Holdings PLC,Bovis Homes Group PLC,Banco Comercial Portugues SA,H Lundbeck A/S,Mitchells & Butlers PLC,Berkeley Group Holdings PLC,Taylor Wimpey PLC,Polymetal International PLC,Merlin Entertainments PLC,SimCorp A/S,Genmab A/S,Davide Campari-Milano SpA,Serco Group PLC,Grafton Group PLC.1,Debenhams PLC,Travis Perkins PLC,Snam Rete Gas SpA,Unilever NV,EXOR NV,Beazley PLC,GVC Holdings PLC,Centamin PLC,Hikma Pharmaceuticals PLC,J Sainsbury PLC,Recordati SpA,Informa PLC,Oxurion NV,Dixons Carphone PLC,Auto Trader Group PLC,NEX Group Ltd,Ryanair Holdings PLC,BTG PLC,Unilever PLC,UBM PLC,IWG PLC,Ablynx NV,Shire PLC,Colruyt SA,Carl Zeiss Meditec AG,Umicore SA,Siemens Gamesa Renewable Energy SA,OSRAM Licht AG,TP ICAP PLC,SIG PLC,0.019394673169962535,63.45
133,2017-04-17,Royal Imtech NV,International Personal Finance PLC,Indivior PLC,Abengoa SA,Lonmin PLC,Next PLC,Capita PLC,Premier Foods PLC,Covestro AG,Banca Monte dei Paschi di Siena SpA,Polymetal International PLC,Vestas Wind Systems A/S,Genmab A/S,Areva SA,Worldpay Group Ltd,IG Group Holdings PLC,Banco Comercial Portugues SA,Barratt Developments PLC,Just Eat PLC,H Lundbeck A/S,Persimmon PLC,3i Group PLC,SimCorp A/S,Mitchells & Butlers PLC,Bovis Homes Group PLC,Berkeley Group Holdings PLC,Taylor Wimpey PLC,Merlin Entertainments PLC,Imagination Technologies Group PLC,Centamin PLC,Davide Campari-Milano SpA,Oxurion NV,EXOR NV,Restaurant Group PLC/The,Grafton Group PLC.1,Snam Rete Gas SpA,Serco Group PLC,Recordati SpA,GVC Holdings PLC,NEX Group Ltd,Unilever NV,Dialog Semiconductor PLC,Mediclinic International PLC,William Hill PLC,Travis Perkins PLC,IWG PLC,Debenhams PLC,Beazley PLC,Informa PLC,Umicore SA,Fresnillo PLC,Shire PLC,BTG PLC,Hikma Pharmaceuticals PLC,SIG PLC,UBM PLC,Unilever PLC,Daily Mail & General Trust PLC,Enel SpA,Auto Trader Group PLC,0.020108406375993128,64.73
134,2017-04-26,Royal Imtech NV,Abengoa SA,International Personal Finance PLC,Indivior PLC,Covestro AG,Banca Monte dei Paschi di Siena SpA,Lonmin PLC,Capita PLC,Next PLC,Areva SA,Polymetal International PLC,Genmab A/S,H Lundbeck A/S,Vestas Wind Systems A/S,SimCorp A/S,Just Eat PLC,Worldpay Group Ltd,Persimmon PLC,Imagination Technologies Group PLC,IG Group Holdings PLC,Berkeley Group Holdings PLC,3i Group PLC,Barratt Developments PLC,Grafton Group PLC.1,Recordati SpA,Merlin Entertainments PLC,Oxurion NV,Hikma Pharmaceuticals PLC,Debenhams PLC,Taylor Wimpey PLC,Bovis Homes Group PLC,Snam Rete Gas SpA,Unilever NV,Siemens Gamesa Renewable Energy SA,SIG PLC,Dialog Semiconductor PLC,Davide Campari-Milano SpA,Banco Comercial Portugues SA,Beazley PLC,Premier Foods PLC,Sanofi,IWG PLC,Unilever PLC,Travis Perkins PLC,Informa PLC,Coca-Cola HBC AG.1,Mitchells & Butlers PLC,G4S PLC,NEX Group Ltd,Logitech International SA.1,Logitech International SA,Tecan Group AG,EXOR NV,Daily Mail & General Trust PLC,BTG PLC,Prysmian SpA,Enel SpA,Rightmove PLC,Shire PLC,Inmarsat PLC,0.0001549972899550682,64.74
135,2017-05-05,Royal Imtech NV,Abengoa SA,International Personal Finance PLC,Indivior PLC,Next PLC,Capita PLC,Just Eat PLC,Covestro AG,Berkeley Group Holdings PLC,Debenhams PLC,Whitbread PLC,Grafton Group PLC.1,Areva SA,Banca Monte dei Paschi di Siena SpA,IG Group Holdings PLC,Worldpay Group Ltd,Lonmin PLC,Persimmon PLC,Polymetal International PLC,Vestas Wind Systems A/S,G4S PLC,SimCorp A/S,Barratt Developments PLC,SIG PLC,Taylor Wimpey PLC,3i Group PLC,H Lundbeck A/S,Snam Rete Gas SpA,Premier Foods PLC,Dixons Carphone PLC,Recordati SpA,Genmab A/S,Bovis Homes Group PLC,Mitchells & Butlers PLC,Serco Group PLC,EXOR NV,J Sainsbury PLC,Bellway PLC,Restaurant Group PLC/The,Travis Perkins PLC,International Consolidated Airlines Grou,Imagination Technologies Group PLC,Atlantia SpA,Banco Comercial Portugues SA,Beazley PLC,OSRAM Licht AG,Dialog Semiconductor PLC,Unilever NV,Rightmove PLC,Siemens Gamesa Renewable Energy SA,Inmarsat PLC,Sartorius Stedim Biotech,William Hill PLC,Enel SpA,Merlin Entertainments PLC,NEX Group Ltd,Prysmian SpA,Coca-Cola HBC AG.1,Centamin PLC,Auto Trader Group PLC,0.012200506547537637,65.53
136,2017-05-16,Royal Imtech NV,Abengoa SA,International Personal Finance PLC,Indivior PLC,Next PLC,Capita PLC,Areva SA,Covestro AG,Banca Monte dei Paschi di Siena SpA,Berkeley Group Holdings PLC,Just Eat PLC,Lonmin PLC,Grafton Group PLC.1,Worldpay Group Ltd,Whitbread PLC,Polymetal International PLC,Debenhams PLC,H Lundbeck A/S,G4S PLC,IG Group Holdings PLC,SIG PLC,Persimmon PLC,Snam Rete Gas SpA,Banco Comercial Portugues SA,Barratt Developments PLC,SimCorp A/S,International Consolidated Airlines Grou,3i Group PLC,Premier Foods PLC,OSRAM Licht AG,Recordati SpA,J Sainsbury PLC,Travis Perkins PLC,Imagination Technologies Group PLC,EXOR NV,Mitchells & Butlers PLC,Serco Group PLC,Genmab A/S,Promotora de Informaciones SA,Atlantia SpA,Taylor Wimpey PLC,Bellway PLC,Vestas Wind Systems A/S,Unilever NV,Bovis Homes Group PLC,Dixons Carphone PLC,Beazley PLC,Siemens Gamesa Renewable Energy SA,FinecoBank Banca Fineco SpA,Dialog Semiconductor PLC,Enel SpA,Sartorius Stedim Biotech,Coca-Cola HBC AG.1,William Hill PLC,Fresnillo PLC,Centamin PLC,Nexans SA,Unilever PLC,Inmarsat PLC,Colruyt SA,0.017428288242389282,66.67
137,2017-05-25,Royal Imtech NV,Abengoa SA,Prosafe SE,International Personal Finance PLC,Indivior PLC,Just Eat PLC,Covestro AG,Next PLC,Capita PLC,Banca Monte dei Paschi di Siena SpA,Berkeley Group Holdings PLC,H Lundbeck A/S,G4S PLC,Worldpay Group Ltd,Whitbread PLC,IG Group Holdings PLC,Polymetal International PLC,SimCorp A/S,Snam Rete Gas SpA,Debenhams PLC,Premier Foods PLC,Recordati SpA,Grafton Group PLC.1,PostNL NV,3i Group PLC,Serco Group PLC,Barratt Developments PLC,OSRAM Licht AG,Persimmon PLC,Inmarsat PLC,J Sainsbury PLC,Banco Comercial Portugues SA,Genmab A/S,International Consolidated Airlines Grou,Areva SA,FinecoBank Banca Fineco SpA,Siemens Gamesa Renewable Energy SA,Auto Trader Group PLC,Sartorius Stedim Biotech,Rightmove PLC,Dixons Carphone PLC,EXOR NV,Atlantia SpA,Vestas Wind Systems A/S,Travis Perkins PLC,Enel SpA,Bovis Homes Group PLC,Centamin PLC,SIG PLC,WH Smith PLC,Unilever NV,Beazley PLC,William Hill PLC,Nexans SA,Mitchells & Butlers PLC,Terna Rete Elettrica Nazionale SpA,Bellway PLC,Dialog Semiconductor PLC,Taylor Wimpey PLC,Moneysupermarket.com Group PLC,-0.00649262933379011,66.24
138,2017-06-05,Royal Imtech NV,International Personal Finance PLC,Prosafe SE,Abengoa SA,Indivior PLC,Next PLC,Just Eat PLC,Banca Monte dei Paschi di Siena SpA,Capita PLC,Covestro AG,Berkeley Group Holdings PLC,G4S PLC,Debenhams PLC,IG Group Holdings PLC,Snam Rete Gas SpA,Worldpay Group Ltd,Whitbread PLC,H Lundbeck A/S,Centamin PLC,Persimmon PLC,Grafton Group PLC.1,Dixons Carphone PLC,Banco Comercial Portugues SA,Barratt Developments PLC,Polymetal International PLC,J Sainsbury PLC,Inmarsat PLC,FinecoBank Banca Fineco SpA,William Hill PLC,PostNL NV,International Consolidated Airlines Grou,SimCorp A/S,Travis Perkins PLC,Bovis Homes Group PLC,Taylor Wimpey PLC,3i Group PLC,Bellway PLC,Recordati SpA,Siemens Gamesa Renewable Energy SA,EXOR NV,Lonmin PLC,Beazley PLC,Marks & Spencer Group PLC,NEX Group Ltd,SIG PLC,Unipol Gruppo Finanziario SpA,Atlantia SpA,WH Smith PLC,Enel SpA,Auto Trader Group PLC,Vestas Wind Systems A/S,Premier Foods PLC,Serco Group PLC,Genmab A/S,Rightmove PLC,Merlin Entertainments PLC,Nexans SA,Terna Rete Elettrica Nazionale SpA,Uniper SE,Informa PLC,-0.010612404423151605,65.54
